filedate,prevfiledate,nextfiledate,simtfidf4,simtfidf3,simtfidf2,simtfidf1,simcount4,simcount3,simcount2,simcount1,countpos4,countpos3,countpos2,countpos1,countpos0,countneg4,countneg3,countneg2,countneg1,countneg0,countlit4,countlit3,countlit2,countlit1,countlit0,countall4,countall3,countall2,countall1,countall0,ticker,filedateobj,prevfiledateobj,nextfiledateobj,stockprice0,stockprice1,stockpricefuture,marketprice0,marketprice1,marketpricefuture,stockreturn0,stockreturnfuture,marketreturn0,marketreturnfuture,beatmarket0,beatmarketfuture
5/5/2015,2/26/2015,7/30/2015,0.778647827,0.960988302,0.964549466,0.950931716,0.877829654,0.97013078,0.975664876,0.954301579,686,325,338,721,265,1180,1245,1160,2583,852,2420,1564,1561,2597,1410,77643,64389,62906,109719,55837,CXO,5/5/2015,2/26/2015,7/30/2015,121.04,112.97,108.45,2089.459961,2110.73999,2108.629883,0.068998773,-0.109831832,-0.010132951,0.009132751,TRUE,FALSE
5/5/2015,2/27/2015,8/6/2015,0.96472932,0.95871096,0.959938293,0.94077618,0.972074099,0.966454684,0.967356456,0.946121341,1146,1693,1812,3525,1415,2009,2862,2938,5390,2209,2976,3514,4000,6233,3028,91270,117036,123524,253842,105963,D,5/5/2015,2/27/2015,8/6/2015,70.82,72.09,71.33,2089.459961,2104.5,2083.560059,-0.017773892,0.00717555,-0.007172269,-0.002827643,FALSE,TRUE
5/5/2015,2/3/2015,8/4/2015,0.977267045,0.950970795,0.94107935,0.9713807,0.986982864,0.960185951,0.941903423,0.971098511,550,549,1783,458,623,1132,1161,2377,850,1116,1377,1367,2907,1262,1510,51627,52111,125646,47585,55096,DIS,5/5/2015,2/3/2015,8/4/2015,110.81,94.1,121.69,2089.459961,2050.030029,2093.320068,0.163458976,0.093659804,0.019051199,0.001845714,TRUE,TRUE
5/5/2015,2/19/2015,8/5/2015,0.972409639,0.930192338,0.954486442,0.965996677,0.983513536,0.955081223,0.969935572,0.973800281,567,665,778,1128,599,1153,1236,1645,3141,1396,1847,1634,2465,3318,2079,76686,81047,94464,157384,84639,DISCA,5/5/2015,2/19/2015,8/5/2015,32.59,31.1,28.87,2089.459961,2097.449951,2099.840088,0.046797674,-0.121202499,-0.003816657,0.004955553,TRUE,FALSE
5/5/2015,2/19/2015,8/5/2015,0.972409639,0.930192338,0.954486442,0.965996677,0.983513536,0.955081223,0.969935572,0.973800281,567,665,778,1128,599,1153,1236,1645,3141,1396,1847,1634,2465,3318,2079,76686,81047,94464,157384,84639,DISCK,5/5/2015,2/19/2015,8/5/2015,30.335,29.96,26.72,2089.459961,2097.449951,2099.840088,0.012439003,-0.126889813,-0.003816657,0.004955553,TRUE,FALSE
5/5/2015,2/26/2015,5/8/2015,0.977277706,0.717469186,0.957673941,0.957047379,0.984087874,0.752693021,0.970177188,0.962845193,630,1131,830,1383,667,2074,3711,2668,4126,2395,2220,6550,2873,4522,2464,72789,170990,96127,168347,82730,DVA,5/5/2015,2/26/2015,5/8/2015,81.51,74.3,82.17,2089.459961,2110.73999,2116.100098,0.09261476,0.00806456,-0.010132951,0.012669177,TRUE,FALSE
5/5/2015,2/5/2015,8/20/2015,0.968158741,0.948546693,0.966230784,0.98661935,0.97726444,0.94963979,0.972876396,0.988486344,1113,1928,980,874,974,1569,2894,1347,1212,1259,1757,3513,1590,1582,1673,69338,136422,62342,63465,67106,EL,5/5/2015,2/5/2015,8/20/2015,86.9,78.4,82.18,2089.459961,2062.52002,2035.72998,0.102934105,-0.055846069,0.012977095,-0.026051174,TRUE,FALSE
5/5/2015,2/27/2015,7/30/2015,0.974525279,0.95752758,0.954400432,0.940011109,0.980902725,0.961240505,0.962538816,0.93934107,576,786,950,2303,604,1277,1681,1863,3968,1471,1389,1568,1751,4248,1611,48392,57133,62623,172268,59035,EMN,5/5/2015,2/27/2015,7/30/2015,79.54,74.46,78.59,2089.459961,2104.5,2108.629883,0.065997971,-0.012015575,-0.007172269,0.009132751,TRUE,FALSE
5/5/2015,2/25/2015,7/29/2015,0.903206512,0.873994209,0.888189204,0.884062531,0.950238606,0.934445993,0.951679548,0.94072709,408,523,691,1789,579,687,811,1977,2999,1559,945,1040,2342,2806,2368,31926,36393,56549,109872,54448,FBHS,5/5/2015,2/25/2015,7/29/2015,44.63,47.58,47.67,2089.459961,2113.860107,2108.570068,-0.064006226,0.065895991,-0.01161007,0.009104384,FALSE,TRUE
5/5/2015,2/23/2015,8/3/2015,0.977975433,0.915655799,0.918435571,0.930548102,0.989722423,0.94254934,0.947491382,0.949895222,1736,1851,1963,2548,1664,5552,4789,5088,7678,5809,6575,4697,5285,8623,6731,232536,213681,222599,302331,234491,GS,5/5/2015,2/23/2015,8/3/2015,197.29,190.31,204.69,2089.459961,2109.659912,2098.040039,0.036020406,0.036821912,-0.009621115,0.004097953,TRUE,TRUE
5/5/2015,2/13/2015,8/4/2015,0.978247196,0.961904036,0.974572285,0.978615045,0.986159214,0.969380099,0.978764843,0.978643126,1949,2329,2185,1997,1928,5568,6109,5580,4654,5053,3668,4124,3690,2987,3699,170188,186271,174832,157819,169279,HBAN,5/5/2015,2/13/2015,8/4/2015,10.98,10.69,11.67,2089.459961,2096.98999,2093.320068,0.026766711,0.06094601,-0.003597338,0.001845714,TRUE,TRUE
5/5/2015,2/26/2015,8/5/2015,0.987112481,0.982744527,0.983000991,0.949462449,0.990905825,0.984090205,0.984810117,0.932524956,396,456,437,1074,439,1419,1535,1600,3239,1414,1835,1884,1971,3505,2020,51393,55031,56278,114644,55619,HCA,5/5/2015,2/26/2015,8/5/2015,73.61,72.27,92.26,2089.459961,2110.73999,2099.840088,0.018371781,0.225829792,-0.010132951,0.004955553,TRUE,TRUE
5/5/2015,2/10/2015,8/4/2015,0.497624128,0.814897801,0.712549545,0.874781025,0.601641855,0.84514581,0.818460813,0.921139051,261,1001,790,1382,568,825,3597,3064,3574,1825,415,6040,5480,4307,2933,42342,137518,151593,162896,96184,HCP,5/5/2015,2/10/2015,8/4/2015,39.55,42.68,38.86,2089.459961,2068.590088,2093.320068,-0.076164732,-0.01760025,0.010038382,0.001845714,FALSE,FALSE
5/5/2015,2/5/2015,8/5/2015,0.847851215,0.829070479,0.795179303,0.885252694,0.935684764,0.923040437,0.906128253,0.938042059,370,438,453,1941,370,1062,1400,1489,3309,1100,1782,1977,2042,4154,1788,72323,81190,83430,173678,63207,ICE,5/5/2015,2/5/2015,8/5/2015,232.17,225.85,237.54,2089.459961,2062.52002,2099.840088,0.0275988,0.022866168,0.012977095,0.004955553,TRUE,TRUE
5/5/2015,2/24/2015,8/3/2015,0.963573587,0.947619161,0.952985399,0.965470835,0.972905437,0.951599198,0.956122913,0.960350605,2198,2465,2469,4106,2170,7084,7260,7304,9825,7302,5569,5470,5524,7320,6179,238158,242524,240343,351029,240653,JPM,5/5/2015,2/24/2015,8/3/2015,64.4,60.82,68.53,2089.459961,2115.47998,2098.040039,0.057194951,0.062157972,-0.012376087,0.004097953,TRUE,TRUE
5/5/2015,3/2/2015,8/3/2015,0.792093527,0.96803164,0.970843444,0.961682279,0.901398666,0.966689987,0.970470868,0.959148894,2093,1534,1522,3106,1247,5324,5613,5567,8193,4775,4607,3287,3413,6693,2915,194040,177115,177474,292642,156789,KEY,5/5/2015,3/2/2015,8/3/2015,14.65,14.02,14.75,2089.459961,2117.389893,2098.040039,0.043955454,0.006802747,-0.013278507,0.004097953,TRUE,TRUE
5/5/2015,2/24/2015,8/4/2015,0.97211203,0.953784465,0.956564943,0.965408028,0.981495282,0.962078071,0.965330832,0.958988456,809,1041,1058,2604,807,2119,2938,2905,5891,2144,1835,2069,2204,6406,1929,63812,72845,75440,179862,65923,L,5/5/2015,2/24/2015,8/4/2015,41.27,42.42,37.51,2089.459961,2115.47998,2093.320068,-0.027484105,-0.09552828,-0.012376087,0.001845714,FALSE,FALSE
5/5/2015,2/24/2015,8/7/2015,0.05810073,0.946720359,0.943406341,0.942579055,0.140852655,0.956239206,0.952700705,0.931429306,2,390,469,1782,381,5,1076,1317,2716,1138,16,1002,1195,3069,909,603,44610,54887,139244,43148,MLM,5/5/2015,2/24/2015,8/7/2015,146.88,143.29,167.58,2089.459961,2115.47998,2077.570068,0.024745378,0.131844922,-0.012376087,-0.005706666,TRUE,TRUE
5/5/2015,2/19/2015,8/3/2015,0.949650509,0.946860619,0.946852345,0.946944496,0.947497156,0.943932944,0.944219796,0.940509414,356,404,421,1265,478,967,1040,1061,3220,1200,1148,1220,1259,2910,2219,44535,46322,48311,131910,56972,NBL,5/5/2015,2/19/2015,8/3/2015,49.79,49.7,33.75,2089.459961,2097.449951,2098.040039,0.001809228,-0.388833743,-0.003816657,0.004097953,TRUE,FALSE
5/5/2015,2/17/2015,8/5/2015,0.978956043,0.975358531,0.976311297,0.964459557,0.986293552,0.980705473,0.981810974,0.960059953,360,384,443,1163,389,797,1057,1153,2209,1086,1273,1476,1597,2727,1502,39159,47620,49456,107875,46271,NOV,5/5/2015,2/17/2015,8/5/2015,55.4,55.13,40.38,2089.459961,2100.340088,2099.840088,0.004885561,-0.316244981,-0.005193638,0.004955553,TRUE,FALSE
5/5/2015,2/24/2015,8/4/2015,0.976644011,0.929533633,0.929777338,0.939789476,0.98451026,0.940938919,0.940264008,0.93382285,556,626,652,2139,520,1878,2065,2096,4159,1776,1638,1700,1740,3535,1559,62139,66253,68776,147071,63198,PKI,5/5/2015,2/24/2015,8/4/2015,51.21,47.18,52.92,2089.459961,2115.47998,2093.320068,0.081964751,0.032846514,-0.012376087,0.001845714,TRUE,TRUE
5/5/2015,2/27/2015,8/4/2015,0.955313361,0.950990694,0.944560175,0.9330451,0.965178191,0.958254966,0.950874902,0.93578232,662,564,627,2798,650,2244,1435,1568,5660,1712,2743,1572,1790,5799,1579,69165,60149,67479,195427,69266,SEE,5/5/2015,2/27/2015,8/4/2015,46.67,47.13,54,2089.459961,2104.5,2093.320068,-0.009808181,0.145882487,-0.007172269,0.001845714,FALSE,TRUE
5/5/2015,2/26/2015,8/4/2015,0.947284024,0.937779274,0.945812039,0.899117929,0.968161966,0.955246555,0.960735525,0.907191863,997,1086,1229,5090,924,2648,2750,2902,6737,2242,3517,3674,3976,9763,3498,112931,118867,127637,325910,108781,SRE,5/5/2015,2/26/2015,8/4/2015,104.33,108.45,99.96,2089.459961,2110.73999,2093.320068,-0.038730285,-0.042788847,-0.010132951,0.001845714,FALSE,FALSE
5/5/2015,2/3/2015,8/25/2015,0.975490556,0.937463399,0.967867492,0.946919991,0.983443289,0.940797452,0.97999365,0.961750095,731,1971,498,688,662,1022,2227,798,1180,1222,1222,2751,1188,2196,1262,53237,126545,48150,65023,55577,SYY,5/5/2015,2/3/2015,8/25/2015,36.12,39.54,39.04,2089.459961,2050.030029,1867.609985,-0.090466089,0.077740033,0.019051199,-0.11224611,FALSE,TRUE
5/5/2015,2/20/2015,8/7/2015,0.982149732,0.980068966,0.981942672,0.951474305,0.989669173,0.986084538,0.987828146,0.95337244,460,509,511,1979,521,754,875,889,2246,837,985,1069,1070,3031,982,39461,44310,44239,129642,42728,T,5/5/2015,2/20/2015,8/7/2015,33.72,34.08,34.21,2089.459961,2110.300049,2077.570068,-0.010619569,0.014426866,-0.0099245,-0.005706666,FALSE,TRUE
5/5/2015,1/30/2015,8/5/2015,0.957962793,0.928040988,0.90803066,0.929127488,0.973489892,0.950210023,0.927699361,0.951660479,170,187,636,272,220,438,584,1654,777,542,883,1080,2593,1483,1336,38078,45936,100066,45945,47239,TDG,5/5/2015,1/30/2015,8/5/2015,214.93,205.53,238.64,2089.459961,1994.98999,2099.840088,0.044720385,0.104643746,0.046266608,0.004955553,FALSE,TRUE
5/5/2015,2/24/2015,8/4/2015,0.974593545,0.973163944,0.974181114,0.919411022,0.98232467,0.979296733,0.979908498,0.902205249,369,499,526,1838,353,724,817,962,2402,686,1008,1103,1171,4459,1008,35727,38212,39893,123622,33684,TXN,5/5/2015,2/24/2015,8/4/2015,54.01,58.96,49.84,2089.459961,2115.47998,2093.320068,-0.087690033,-0.08035134,-0.012376087,0.001845714,FALSE,FALSE
5/5/2015,3/9/2015,8/5/2015,0.949410524,0.95169383,0.952127838,0.954694929,0.956590254,0.956085622,0.956713833,0.960054145,217,211,475,457,164,829,705,1460,1420,698,1540,1269,1839,1743,810,45215,42393,69696,66710,29264,XEC,5/5/2015,3/9/2015,8/5/2015,119.22,108.2,108.12,2089.459961,2079.429932,2099.840088,0.096989159,-0.097728804,0.004811856,0.004955553,TRUE,FALSE
5/6/2015,2/27/2015,8/4/2015,0.966586502,0.921151228,0.912555425,0.958833146,0.967197618,0.937028172,0.91197579,0.948301997,733,752,701,1664,429,1040,1819,2143,2518,955,1343,2338,3086,3816,1231,44886,57273,68415,118305,43786,ABT,5/6/2015,2/27/2015,8/4/2015,46.54,47.37,50.51,2080.149902,2104.5,2093.320068,-0.017676959,0.081859179,-0.01163795,0.006311395,FALSE,TRUE
5/6/2015,2/20/2015,8/4/2015,0.978930945,0.961500484,0.960362644,0.942356369,0.987743399,0.968773865,0.967424945,0.938947666,436,561,636,1635,486,952,1152,1224,2409,1013,1258,1351,1408,3125,1342,42299,48038,49873,123379,48724,ADM,5/6/2015,2/20/2015,8/4/2015,49.94,48.15,48.41,2080.149902,2110.300049,2093.320068,0.036501147,-0.031115881,-0.014390181,0.006311395,TRUE,FALSE
5/6/2015,2/5/2015,8/7/2015,0.965217738,0.938706385,0.952785198,0.963949349,0.976171737,0.941291087,0.961831731,0.967892074,518,1446,469,491,639,1215,2332,1133,1289,1799,1179,2972,1200,1230,2108,51675,108563,50723,54677,65655,ADP,5/6/2015,2/5/2015,8/7/2015,85.41,87.17,80.29,2080.149902,2062.52002,2077.570068,-0.020397045,-0.06181811,0.008511414,-0.001240985,FALSE,FALSE
5/6/2015,2/19/2015,8/4/2015,0.956053233,0.937881145,0.90567942,0.914010406,0.978365098,0.961646078,0.935760165,0.945848084,741,843,1077,2405,717,1707,1933,2853,5322,1762,1465,1436,3502,5411,1631,68371,72166,100227,198520,70840,AIZ,5/6/2015,2/19/2015,8/4/2015,64.54,60.83,76.06,2080.149902,2097.449951,2093.320068,0.059202098,0.164237316,-0.008282338,0.006311395,TRUE,TRUE
5/6/2015,2/26/2015,8/5/2015,0.975048071,0.971380432,0.972015081,0.956956457,0.98455604,0.978401686,0.978867527,0.948997187,167,186,190,674,144,387,433,427,1350,390,784,857,849,1869,811,30804,35111,34445,82258,32341,ANSS,5/6/2015,2/26/2015,8/5/2015,84.32,85.59,94.02,2080.149902,2110.73999,2099.840088,-0.014949369,0.108888441,-0.014598633,0.009421234,FALSE,TRUE
5/6/2015,2/26/2015,8/4/2015,0.964201625,0.935110963,0.948315338,0.947405253,0.977637632,0.943706343,0.958368161,0.949322519,422,533,603,1198,425,1528,1925,1982,3597,1684,2027,2606,2429,3635,2301,59056,72211,68998,132376,58459,ATVI,5/6/2015,2/26/2015,8/4/2015,23.2,23.35,25.67,2080.149902,2110.73999,2093.320068,-0.006444705,0.101170716,-0.014598633,0.006311395,TRUE,TRUE
5/6/2015,2/25/2015,8/5/2015,0.950135828,0.932830788,0.959929059,0.934138932,0.972125686,0.949274774,0.97752505,0.943868901,497,578,556,1900,540,790,1248,1424,2853,1173,1445,2086,1766,3776,1422,49516,60697,58560,134935,49794,AWK,5/6/2015,2/25/2015,8/5/2015,53.06,54.46,51.6,2080.149902,2113.860107,2099.840088,-0.026043139,-0.027901676,-0.016075751,0.009421234,FALSE,FALSE
5/6/2015,2/26/2015,8/7/2015,0.977505226,0.962072065,0.968837125,0.967046927,0.984609485,0.966771124,0.973220127,0.96621006,660,756,818,2200,650,1218,1596,1656,3019,1260,1353,1872,1923,3398,1431,49371,57651,60412,136056,50386,BAX,5/6/2015,2/26/2015,8/7/2015,68.91,68.67,41.88,2080.149902,2110.73999,2077.570068,0.003488883,-0.497992919,-0.014598633,-0.001240985,TRUE,FALSE
5/6/2015,2/25/2015,8/6/2015,0.909089631,0.899046646,0.896118705,0.891332182,0.935146194,0.921808921,0.924069083,0.913468721,653,834,902,1733,982,2260,2778,3221,5363,3825,1693,2087,2832,3830,3882,58178,70942,81472,146226,87393,BSX,5/6/2015,2/25/2015,8/6/2015,17.3,16.92,17.42,2080.149902,2113.860107,2083.560059,0.022210147,0.00691247,-0.016075751,0.001638038,TRUE,TRUE
5/6/2015,2/20/2015,8/6/2015,0.942387098,0.9173576,0.920664231,0.903121344,0.967149621,0.954322142,0.954964524,0.935817105,184,188,187,602,343,502,558,449,1204,823,929,1004,901,1995,1446,29279,30043,29809,61729,36536,CBOE,5/6/2015,2/20/2015,8/6/2015,55.82,62.61,62.9,2080.149902,2110.300049,2083.560059,-0.114792782,0.119413936,-0.014390181,0.001638038,FALSE,TRUE
5/6/2015,2/27/2015,8/5/2015,0.966847286,0.959950595,0.963764644,0.971861315,0.976158164,0.966256776,0.968307157,0.968019637,805,981,875,1820,685,2434,3148,2875,5590,2465,2779,3628,2976,6455,2905,106691,130422,116614,209827,101730,CHK,5/6/2015,2/27/2015,8/5/2015,14.72,16.68,7.03,2080.149902,2104.5,2099.840088,-0.125003284,-0.739020407,-0.01163795,0.009421234,FALSE,FALSE
5/6/2015,2/26/2015,8/5/2015,0.9840713,0.979446412,0.980922789,0.942305644,0.989339117,0.984513087,0.984843656,0.949303383,263,275,278,1551,275,706,731,703,2965,666,1139,1181,1162,4621,1052,32988,34746,33870,128621,34169,CME,5/6/2015,2/26/2015,8/5/2015,90.3,96.02,97.89,2080.149902,2110.73999,2099.840088,-0.061419043,0.080706939,-0.014598633,0.009421234,FALSE,TRUE
5/6/2015,2/24/2015,8/6/2015,0.931363536,0.916533554,0.915946806,0.899921897,0.938285529,0.922677552,0.921964034,0.900551761,439,471,469,2229,707,1399,1469,1679,4561,2214,1732,1717,1761,6418,3398,49812,54125,55420,177694,75797,CTL,5/6/2015,2/24/2015,8/6/2015,34.53,37.06,27.93,2080.149902,2115.47998,2083.560059,-0.070709709,-0.212127131,-0.016841768,0.001638038,FALSE,FALSE
5/6/2015,2/20/2015,8/5/2015,0.914815075,0.963260606,0.965928355,0.937043672,0.92741841,0.973427361,0.975932095,0.940686619,558,452,415,1639,364,1509,1341,1291,3254,901,2750,1797,1529,4839,1293,73213,61152,59336,166381,50263,DVN,5/6/2015,2/20/2015,8/5/2015,67.48,63.82,46.95,2080.149902,2110.300049,2099.840088,0.055764637,-0.362748052,-0.014390181,0.009421234,TRUE,FALSE
5/6/2015,2/4/2015,8/5/2015,0.981890793,0.972487626,0.946855846,0.98652836,0.989873233,0.982169648,0.94586968,0.989830904,271,270,1194,275,305,633,718,1762,670,773,763,801,1992,764,762,25845,27395,80748,24938,26918,EMR,5/6/2015,2/4/2015,8/5/2015,58.22,57.33,49.91,2080.149902,2041.51001,2099.840088,0.015404891,-0.154007555,0.018750224,0.009421234,FALSE,FALSE
5/6/2015,2/26/2015,8/6/2015,0.986143448,0.98354071,0.983963016,0.774224781,0.989905244,0.984896586,0.985140313,0.785244079,745,880,959,2847,738,1710,1725,1923,3530,1565,1977,2177,2465,3741,2120,95974,99810,105262,212109,91502,EQR,5/6/2015,2/26/2015,8/6/2015,72.46,76.84,74.77,2080.149902,2110.73999,2083.560059,-0.058690652,0.03138205,-0.014598633,0.001638038,FALSE,TRUE
5/6/2015,2/25/2015,8/5/2015,0.924464173,0.940738187,0.954752023,0.952402253,0.928710652,0.947119519,0.962755298,0.955813022,1056,667,856,2521,870,1840,904,1265,3144,1122,4825,2395,2547,5640,2873,103595,65553,75984,195918,77237,ES,5/6/2015,2/25/2015,8/5/2015,47.78,52.61,49.24,2080.149902,2113.860107,2099.840088,-0.096299074,0.030099159,-0.016075751,0.009421234,FALSE,TRUE
5/6/2015,2/24/2015,8/5/2015,0.976841317,0.959803453,0.961087729,0.96110436,0.984913026,0.965335889,0.965172654,0.959279061,790,798,849,2075,706,3162,3542,3844,6916,2766,2533,2649,2877,7166,2890,97281,102046,108524,218262,99713,ETFC,5/6/2015,2/24/2015,8/5/2015,28.455,26.43,29.28,2080.149902,2115.47998,2099.840088,0.073824163,0.028580797,-0.016841768,0.009421234,TRUE,TRUE
5/6/2015,2/27/2015,8/7/2015,0.888288783,0.912931664,0.820892253,0.97400872,0.948663202,0.944251256,0.84140124,0.975767227,186,283,881,853,338,754,1071,3268,2536,1286,1322,1593,6383,3217,1987,43876,61337,151285,120348,71464,EVHC,5/6/2015,2/27/2015,8/7/2015,35.79,36.62,44.1,2080.149902,2104.5,2077.570068,-0.022926014,0.208791258,-0.01163795,-0.001240985,FALSE,TRUE
5/6/2015,2/20/2015,7/30/2015,0.976432452,0.969805804,0.971052901,0.960421627,0.984671655,0.977859359,0.979234425,0.96468951,140,195,187,555,133,568,721,624,1740,535,888,1077,933,2313,885,31420,35898,34090,84174,31318,FISV,5/6/2015,2/20/2015,7/30/2015,78.89,79.05,87.58,2080.149902,2110.300049,2108.629883,-0.002026087,0.104498184,-0.014390181,0.013598433,TRUE,TRUE
5/6/2015,2/27/2015,8/6/2015,0.975726174,0.959672066,0.962181161,0.961330059,0.981491488,0.963399352,0.965770333,0.956811636,151,182,167,1051,133,652,838,657,1941,592,1165,1476,1190,2438,899,36264,40723,38473,91636,29898,FLIR,5/6/2015,2/27/2015,8/6/2015,31,32.28,30.75,2080.149902,2104.5,2083.560059,-0.040460639,-0.00809721,-0.01163795,0.001638038,FALSE,FALSE
5/6/2015,2/26/2015,7/29/2015,0.983313946,0.921922025,0.888354259,0.930082963,0.989800212,0.916514708,0.902561858,0.933179364,660,505,768,1541,609,1131,798,1456,2114,855,1401,983,2368,2348,1288,48995,39816,60177,108873,44048,HAS,5/6/2015,2/26/2015,7/29/2015,70.39,62.5,80.76,2080.149902,2110.73999,2108.570068,0.118884651,0.137430586,-0.014598633,0.013570065,TRUE,TRUE
5/6/2015,2/10/2015,8/31/2015,0.968389911,0.946983399,0.968040181,0.982434456,0.977608966,0.951438364,0.972671247,0.988057387,474,878,367,414,430,1406,2762,1161,1079,1250,1527,2775,1527,1387,1469,51658,110649,47841,47571,54355,HRS,5/6/2015,2/10/2015,8/31/2015,78.5,76.06,76.82,2080.149902,2068.590088,1972.180054,0.031576122,-0.021633602,0.005572701,-0.053300402,TRUE,TRUE
5/6/2015,2/26/2015,8/5/2015,0.765848939,0.967398376,0.971967925,0.959429809,0.846940613,0.973459283,0.978792975,0.967546102,700,461,514,1372,383,1614,1901,2309,4162,2049,2266,1794,2240,3735,2033,61425,58767,65443,138810,59378,LEG,5/6/2015,2/26/2015,8/5/2015,45.51,45.08,47.96,2080.149902,2110.73999,2099.840088,0.009493393,0.052435248,-0.014598633,0.009421234,TRUE,TRUE
5/6/2015,2/13/2015,8/5/2015,0.970368336,0.963685746,0.876238894,0.950999273,0.976217723,0.967983343,0.921932939,0.94742961,434,544,842,2024,461,876,1199,2480,3545,1123,1368,1576,3134,3809,1478,45272,53740,82201,135811,50396,MSI,5/6/2015,2/13/2015,8/5/2015,58.75,69.91,64.04,2080.149902,2096.98999,2099.840088,-0.173917547,0.086216735,-0.008063019,0.009421234,FALSE,TRUE
5/6/2015,2/17/2015,8/6/2015,0.972956144,0.94821608,0.948806473,0.962258851,0.982874443,0.956330557,0.957820782,0.965491387,514,530,598,1423,516,1472,1855,1988,3286,1802,2301,2588,2867,3929,2731,78020,83348,89528,154571,83795,NDAQ,5/6/2015,2/17/2015,8/6/2015,48.97,49.92,52.78,2080.149902,2100.340088,2083.560059,-0.019213858,0.074924465,-0.009659319,0.001638038,FALSE,TRUE
5/6/2015,2/24/2015,8/5/2015,0.982910808,0.979107054,0.979242569,0.94462173,0.988802349,0.983813059,0.983789966,0.955346586,428,452,460,960,531,1514,1479,1514,3265,1653,1803,1738,1719,3131,2250,59958,60764,61093,128015,69638,NFX,5/6/2015,2/24/2015,8/5/2015,36.05,31.67,32.55,2080.149902,2115.47998,2099.840088,0.129537003,-0.102129495,-0.016841768,0.009421234,TRUE,FALSE
5/6/2015,2/6/2015,8/13/2015,0.951432152,0.884129928,0.945061035,0.949175762,0.970940403,0.917576261,0.966338844,0.973214811,682,2330,569,625,688,1913,3779,1766,1988,2181,2095,3987,1895,2037,2387,67988,173795,57276,66612,70971,NWS,5/6/2015,2/6/2015,8/13/2015,14.91,15.77,14.89,2080.149902,2055.469971,2083.389893,-0.056077272,-0.001342282,0.011935441,0.001556364,FALSE,FALSE
5/6/2015,2/6/2015,8/13/2015,0.951432152,0.884129928,0.945061035,0.949175762,0.970940403,0.917576261,0.966338844,0.973214811,682,2330,569,625,688,1913,3779,1766,1988,2181,2095,3987,1895,2037,2387,67988,173795,57276,66612,70971,NWSA,5/6/2015,2/6/2015,8/13/2015,14.99,16.26,15.19,2080.149902,2055.469971,2083.389893,-0.081324792,0.013254004,0.011935441,0.001556364,FALSE,TRUE
5/6/2015,2/25/2015,8/5/2015,0.985221559,0.965783644,0.968179501,0.963182535,0.990060664,0.975363095,0.976294055,0.959775633,758,761,792,1949,787,1677,1745,1894,4135,1857,2068,2125,2185,4827,2034,73803,76793,80577,168833,74958,OKE,5/6/2015,2/25/2015,8/5/2015,44.84,45.39,34.82,2080.149902,2113.860107,2099.840088,-0.012191218,-0.252908664,-0.016075751,0.009421234,TRUE,FALSE
5/6/2015,2/23/2015,8/4/2015,0.95946557,0.954815201,0.950895667,0.943136744,0.957823208,0.953091883,0.953146487,0.931482891,505,572,615,1481,245,866,927,972,2333,884,1222,1129,1186,2861,1079,42585,43337,45987,124952,33123,OXY,5/6/2015,2/23/2015,8/4/2015,79.42,79.8,69.03,2080.149902,2109.659912,2093.320068,-0.004773279,-0.140209033,-0.014086796,0.006311395,TRUE,FALSE
5/6/2015,2/26/2015,8/6/2015,0.982497375,0.972887644,0.966987791,0.96916294,0.989414262,0.976527628,0.973569141,0.966266132,408,455,515,1039,448,1198,1219,1490,2067,1346,1428,1422,1759,2626,1427,47142,49313,58110,99373,50743,PCAR,5/6/2015,2/26/2015,8/6/2015,64.82,64.65,63.3,2080.149902,2110.73999,2083.560059,0.002626092,-0.023728869,-0.014598633,0.001638038,TRUE,FALSE
5/6/2015,2/25/2015,8/5/2015,0.978493907,0.962184587,0.963118254,0.349176182,0.986553287,0.9706923,0.971611739,0.496624192,249,311,358,2934,278,930,907,916,1416,788,1210,1234,1238,2403,1063,53523,55630,56163,202990,50777,PSA,5/6/2015,2/25/2015,8/5/2015,187.36,198.28,205.63,2080.149902,2113.860107,2099.840088,-0.056648273,0.093046537,-0.016075751,0.009421234,FALSE,TRUE
5/6/2015,2/19/2015,8/5/2015,0.975882536,0.975118532,0.977702788,0.054022147,0.975958851,0.975668309,0.972838524,0.127474383,969,1020,2499,1,864,3862,3932,6872,11,3754,2549,2593,5107,20,2532,115645,118446,235032,718,113702,RF,5/6/2015,2/19/2015,8/5/2015,9.92,9.53,10.48,2080.149902,2097.449951,2099.840088,0.040108204,0.054915758,-0.008282338,0.009421234,TRUE,TRUE
5/6/2015,2/5/2015,8/4/2015,0.974310353,0.963879734,0.934468253,0.971379551,0.980355281,0.968681335,0.937896702,0.974022035,440,454,1565,401,499,792,807,1915,721,893,1138,1166,2759,1060,1208,35301,35814,93375,32790,41447,ROK,5/6/2015,2/5/2015,8/4/2015,120.85,113.04,114.96,2080.149902,2062.52002,2093.320068,0.066808369,-0.049965865,0.008511414,0.006311395,TRUE,FALSE
5/6/2015,2/20/2015,8/6/2015,0.979660712,0.981162825,0.059951381,0.963730804,0.983870878,0.985381699,0.13782308,0.962753012,118,117,0,374,126,348,352,4,1172,351,736,767,17,1721,767,24888,25872,509,72349,26086,ROP,5/6/2015,2/20/2015,8/6/2015,168.32,168.3,166.95,2080.149902,2110.300049,2083.560059,0.000118828,-0.008172563,-0.014390181,0.001638038,TRUE,FALSE
