filedate,prevfiledate,nextfiledate,simtfidf4,simtfidf3,simtfidf2,simtfidf1,simcount4,simcount3,simcount2,simcount1,countpos4,countpos3,countpos2,countpos1,countpos0,countneg4,countneg3,countneg2,countneg1,countneg0,countlit4,countlit3,countlit2,countlit1,countlit0,countall4,countall3,countall2,countall1,countall0,ticker,filedateobj,prevfiledateobj,nextfiledateobj,stockprice0,stockprice1,stockpricefuture,marketprice0,marketprice1,marketpricefuture,stockreturn0,stockreturnfuture,marketreturn0,marketreturnfuture,beatmarket0,beatmarketfuture
7/29/2016,5/5/2016,11/9/2016,0.954040501,0.948072001,0.89004614,0.950226453,0.961682103,0.955338053,0.9122575,0.954554357,812,853,3658,680,940,2766,2992,8928,2154,2921,1997,2131,7872,1817,2768,71974,76420,286847,63280,90133,ARNC,7/29/2016,5/5/2016,11/9/2016,10.62,10.02,17.53,2173.600098,2050.629883,2163.26001,0.05815592,0.501174683,0.058237818,-0.004768476,FALSE,TRUE
7/29/2016,5/6/2016,11/3/2016,0.990253378,0.982778476,0.97553922,0.990306549,0.994528075,0.985851554,0.976375411,0.989768224,1397,1415,2512,1243,1416,2965,3150,4789,2952,3124,3062,3149,5392,2935,3031,109925,112794,194279,109578,115320,CI,7/29/2016,5/6/2016,11/3/2016,128.96,130.85,117.31,2173.600098,2057.139893,2088.659912,-0.01454935,-0.094682275,0.055068208,-0.039862154,FALSE,FALSE
7/29/2016,5/3/2016,10/28/2016,0.971801752,0.973915513,0.94559243,0.961582743,0.977076282,0.977484846,0.940047838,0.969241677,373,358,1347,288,254,717,721,2228,647,609,1008,1151,2293,1744,1227,38163,39986,104964,42860,38394,COG,7/29/2016,5/3/2016,10/28/2016,24.67,23.88,20.52,2173.600098,2063.370117,2126.409912,0.032546642,-0.18418791,0.052044199,-0.021949754,FALSE,FALSE
7/29/2016,4/8/2016,10/11/2016,0.978849771,0.97049755,0.96492335,0.965653004,0.987649256,0.974052411,0.966488009,0.967461659,709,312,347,352,677,2015,1060,1201,1124,1869,2586,1521,1566,1403,2512,92097,46787,50211,51279,93330,CTAS,7/29/2016,4/8/2016,10/11/2016,107.27,89.32,109.32,2173.600098,2047.599976,2136.72998,0.183123594,0.01893034,0.05971646,-0.017108211,TRUE,TRUE
7/29/2016,4/29/2016,10/28/2016,0.908709123,0.978341859,0.96229743,0.928848922,0.925930593,0.984273672,0.96112893,0.930080013,604,484,1472,663,459,1330,859,2524,1379,922,2215,1346,3015,2292,1315,62017,46082,108858,60757,43900,EW,7/29/2016,4/29/2016,10/28/2016,114.52,106.21,96.16,2173.600098,2065.300049,2126.409912,0.075331214,-0.174736009,0.051109306,-0.021949754,TRUE,FALSE
7/29/2016,4/29/2016,10/28/2016,0.980218646,0.961780207,0.944597183,0.974113616,0.990508905,0.977766408,0.95444516,0.982809555,419,457,1163,383,485,1587,1649,3328,1333,1688,1805,1895,3680,1519,1819,60169,64670,138275,55322,63801,EXPE,7/29/2016,4/29/2016,10/28/2016,116.65,115.77,131.64,2173.600098,2065.300049,2126.409912,0.007572534,0.120892926,0.051109306,-0.021949754,FALSE,TRUE
7/29/2016,4/29/2016,10/28/2016,0.930761879,0.972029329,0.937831864,0.977742795,0.962147334,0.978980878,0.9365051,0.981987429,236,211,1043,197,213,462,413,1357,395,386,989,574,1664,554,621,27644,22185,74500,21521,23377,GPC,7/29/2016,4/29/2016,10/28/2016,102.24,95.97,89.84,2173.600098,2065.300049,2126.409912,0.063287348,-0.12929268,0.051109306,-0.021949754,TRUE,FALSE
7/29/2016,4/29/2016,11/8/2016,0.966905257,0.966867262,0.973864345,0.989341035,0.974708744,0.97465794,0.976968758,0.988581785,1779,1779,2816,1367,1807,4711,4712,6315,4304,5002,3348,3354,5073,3016,3502,146682,146693,221236,129552,144911,HBAN,7/29/2016,4/29/2016,11/8/2016,9.5,10.06,10.25,2173.600098,2065.300049,2139.560059,-0.057275366,0.075985907,0.051109306,-0.015784596,FALSE,TRUE
7/29/2016,4/29/2016,11/2/2016,0.984207834,0.687630998,0.946854324,0.980391365,0.989912086,0.737385091,0.951308362,0.982935079,392,341,1471,385,411,776,504,2604,687,745,1198,356,3249,1145,1217,49879,30380,144802,45209,47497,HST,7/29/2016,4/29/2016,11/2/2016,17.74,15.82,15.24,2173.600098,2065.300049,2097.939941,0.114547015,-0.151898427,0.051109306,-0.035428941,TRUE,FALSE
7/29/2016,4/29/2016,11/23/2016,0.971849733,0.9582725,0.974466569,0.975699176,0.984208013,0.956634181,0.974839749,0.9750864,736,1708,716,855,821,2844,4753,2530,3086,3080,2364,3878,2120,2355,2326,80488,151951,78638,89445,91533,JCI,7/29/2016,4/29/2016,11/23/2016,45.57,38.52,45.61,2173.600098,2065.300049,2204.719971,0.168072018,0.000877385,0.051109306,0.014215679,TRUE,FALSE
7/29/2016,4/29/2016,10/28/2016,0.974079243,0.962474867,0.840374729,0.9838398,0.982827503,0.972782022,0.886568217,0.985955172,581,502,2484,332,480,1110,999,3294,621,744,1310,1356,3256,1111,1233,56522,59062,175412,41400,49512,KIM,7/29/2016,4/29/2016,10/28/2016,32.1,28.12,26.31,2173.600098,2065.300049,2126.409912,0.132374963,-0.198906935,0.051109306,-0.021949754,TRUE,FALSE
7/29/2016,5/6/2016,10/28/2016,0.977332584,0.955646462,0.955691175,0.979339618,0.981789967,0.951252082,0.95128889,0.981091589,616,2341,2344,612,621,1885,3753,3752,1728,1617,2356,4810,4811,2212,2081,62594,150462,150575,61571,59403,LH,7/29/2016,5/6/2016,10/28/2016,139.56,124.29,124,2173.600098,2057.139893,2126.409912,0.115877072,-0.118213051,0.055068208,-0.021949754,TRUE,FALSE
7/29/2016,4/22/2016,11/1/2016,0.982145116,0.976996161,0.936834226,0.985241028,0.989342185,0.987944288,0.954261519,0.991654492,708,756,2113,649,724,1525,1664,3624,1490,1599,1573,1527,3676,1462,1554,59759,61867,163214,59298,62912,LYB,7/29/2016,4/22/2016,11/1/2016,75.26,90.2,78.21,2173.600098,2091.580078,2111.719971,-0.181080642,0.038448731,0.038465026,-0.028882057,FALSE,TRUE
7/29/2016,5/6/2016,10/28/2016,0.984329473,0.968718346,0.650012314,0.984154038,0.986782002,0.969323142,0.755004097,0.981290187,539,540,1153,443,461,1474,1460,3037,910,888,1382,1387,2907,1144,1166,62731,63055,158935,52622,53177,MAA,7/29/2016,5/6/2016,10/28/2016,106.02,102.1,90.35,2173.600098,2057.139893,2126.409912,0.03767503,-0.159936739,0.055068208,-0.021949754,FALSE,FALSE
7/29/2016,5/6/2016,11/4/2016,0.992320013,0.975386498,0.952906562,0.979802304,0.995257824,0.978847669,0.947913036,0.980245659,374,384,1791,375,470,791,793,1794,758,850,942,955,2136,992,1084,38586,38978,88183,38796,41252,MTD,7/29/2016,5/6/2016,11/4/2016,411.21,357.26,420.46,2173.600098,2057.139893,2085.179932,0.140640225,0.022245317,0.055068208,-0.041529674,TRUE,TRUE
7/29/2016,5/2/2016,10/31/2016,0.977116071,0.948927919,0.924525888,0.966431844,0.990084322,0.960898101,0.932108405,0.967288653,1656,1678,3587,1463,1846,3370,3355,5713,3056,3885,3665,3577,6569,3157,3794,144976,145274,283007,135799,155520,PEG,7/29/2016,5/2/2016,10/31/2016,46.01,46.17,42.08,2173.600098,2081.429932,2126.149902,-0.003471472,-0.089286196,0.043329699,-0.022072038,FALSE,FALSE
7/29/2016,5/6/2016,11/3/2016,0.983603834,0.974237011,0.661426752,0.981981376,0.99053057,0.978326557,0.745412437,0.982752361,591,578,3706,548,634,898,885,2641,814,847,1491,1556,4289,1405,1530,67005,70325,212865,63732,67082,PLD,7/29/2016,5/6/2016,11/3/2016,54.49,46.6,49.28,2173.600098,2057.139893,2088.659912,0.156416657,-0.100498879,0.055068208,-0.039862154,TRUE,FALSE
7/29/2016,4/29/2016,10/28/2016,0.978600716,0.97734023,0.958247988,0.989128332,0.98720923,0.987457794,0.975690346,0.995307602,679,702,1946,568,662,1224,1284,2859,942,1115,1777,1865,3471,1537,1812,62672,65238,149128,53740,59184,PSX,7/29/2016,4/29/2016,10/28/2016,76.06,82.11,80.13,2173.600098,2065.300049,2126.409912,-0.076537309,0.052127813,0.051109306,-0.021949754,FALSE,TRUE
7/29/2016,4/29/2016,10/28/2016,0.981294507,0.968172608,0.955186797,0.986623886,0.987529822,0.968762348,0.947893204,0.981833924,387,386,1564,332,369,1167,1223,3186,1246,1300,1623,1626,3123,1582,1639,58191,59987,134010,57540,59498,RSG,7/29/2016,4/29/2016,10/28/2016,51.26,47.07,51.98,2173.600098,2065.300049,2126.409912,0.085274866,0.013948308,0.051109306,-0.021949754,TRUE,TRUE
7/29/2016,5/20/2016,8/5/2016,0.101960202,0.076144743,0.074574514,0.151965993,0.234277611,0.183280619,0.178686057,0.322310674,241,212,271,1427,186,902,921,1303,5039,150,1171,1121,1649,7702,116,37608,38139,48905,165057,13339,SYMC,7/29/2016,5/20/2016,8/5/2016,20.43,16.92,21.885,2173.600098,2052.320068,2182.870117,0.188508055,0.068797062,0.057413931,0.004255754,TRUE,TRUE
7/29/2016,4/29/2016,10/27/2016,0.976928642,0.972888234,0.953347421,0.98746729,0.981206268,0.97497912,0.949756212,0.985158171,686,830,2361,771,806,1645,2118,3888,1952,2082,1893,2162,4948,2325,2402,57829,66512,148917,61389,64344,UTX,7/29/2016,4/29/2016,10/27/2016,107.65,104.37,100.07,2173.600098,2065.300049,2133.040039,0.030942946,-0.073015283,0.051109306,-0.018836614,FALSE,FALSE
7/29/2016,4/29/2016,10/28/2016,0.976968773,0.980679116,0.603529292,0.990740759,0.983159969,0.98188981,0.694264958,0.989127724,655,656,6486,515,629,1476,1758,4674,1430,1535,1790,1924,4389,1820,1737,81929,88455,232744,73265,77452,VTR,7/29/2016,4/29/2016,10/28/2016,76.16,62.12,66.8,2173.600098,2065.300049,2126.409912,0.203768392,-0.13113331,0.051109306,-0.021949754,TRUE,FALSE
7/29/2016,4/28/2016,10/26/2016,0.945976365,0.939927988,0.937637116,0.943004892,0.966110229,0.957943188,0.951896495,0.956121054,393,411,1714,478,750,910,950,2214,1302,1059,1103,1153,2783,1788,1253,52981,55750,141048,62698,62621,VZ,7/29/2016,4/28/2016,10/26/2016,55.41,51.02,47.63,2173.600098,2075.810059,2139.429932,0.08254237,-0.151297268,0.046033357,-0.015845418,TRUE,FALSE
8/1/2016,5/5/2016,11/2/2016,0.984296934,0.966361383,0.953084338,0.978663245,0.989942746,0.977703142,0.95801248,0.984638179,1104,1192,2735,1111,1290,2819,3024,6010,2665,2959,2851,2874,6282,2795,3033,106692,109584,226187,105874,113422,AMP,8/1/2016,5/5/2016,11/2/2016,94.83,93.17,86.76,2170.840088,2050.629883,2097.939941,0.017660033,-0.088940129,0.056967224,-0.034158347,FALSE,FALSE
8/1/2016,5/2/2016,11/1/2016,0.984982441,0.967283502,0.887658453,0.875158659,0.983107565,0.961101858,0.848909583,0.829729104,1952,2001,3873,1690,1424,7639,7825,14407,7568,5281,4806,4741,14011,7873,3351,226916,230064,444886,248476,167555,BAC,8/1/2016,5/2/2016,11/1/2016,14.33,14.77,16.61,2170.840088,2081.429932,2111.719971,-0.030242855,0.147649682,0.042059105,-0.027611462,FALSE,TRUE
8/1/2016,5/2/2016,10/31/2016,0.992571117,0.933669092,0.949975462,0.92723329,0.994960966,0.911794492,0.929519943,0.896210827,2308,2645,4494,2638,2360,7163,8886,13589,8788,7002,5009,8761,13596,9290,5144,253946,322350,448086,329317,255288,C,8/1/2016,5/2/2016,10/31/2016,43.42,46.68,49.15,2170.840088,2081.429932,2126.149902,-0.072395643,0.123956682,0.042059105,-0.020801444,FALSE,TRUE
8/1/2016,4/29/2016,11/1/2016,0.985460983,0.973744051,0.961678358,0.983120736,0.991978524,0.977428189,0.957555468,0.982790787,887,1038,2206,734,870,2496,2716,4848,2289,2686,2074,2373,3958,1802,1841,88141,96095,185614,81115,87643,CMA,8/1/2016,4/29/2016,11/1/2016,44.63,44.4,52.1,2170.840088,2065.300049,2111.719971,0.005166809,0.15475867,0.049838712,-0.027611462,FALSE,TRUE
8/1/2016,5/4/2016,11/3/2016,0.983918337,0.496588371,0.962819667,0.97177794,0.992658551,0.670927166,0.965806318,0.978093816,1140,638,2829,1057,1216,5083,2702,8664,4578,4941,3868,1451,7033,3401,3843,156519,74079,268939,143845,154232,COF,8/1/2016,5/4/2016,11/3/2016,67.03,69.68,72.32,2170.840088,2051.120117,2088.659912,-0.038773052,0.075960436,0.056728187,-0.03859156,FALSE,TRUE
8/1/2016,5/3/2016,10/31/2016,0.983864438,0.973122263,0.725050108,0.98092376,0.990708277,0.977142737,0.796951776,0.981882922,314,288,1460,314,355,572,488,2064,534,569,984,1007,2966,977,1046,45945,46074,138022,45040,46829,ESS,8/1/2016,5/3/2016,10/31/2016,234.62,223.52,214.09,2170.840088,2063.370117,2126.149902,0.048466289,-0.091570697,0.050773605,-0.020801444,FALSE,FALSE
8/1/2016,5/4/2016,11/2/2016,0.970472541,0.959029078,0.968933038,0.97997471,0.972364403,0.959623663,0.965344352,0.979030517,1186,1216,2816,999,1051,4060,4147,6057,3788,4273,2673,2773,5594,3219,3272,112665,114257,215965,113552,122452,GE,8/1/2016,5/4/2016,11/2/2016,31.15,30.07,28.49,2170.840088,2051.120117,2097.939941,0.035286248,-0.089261097,0.056728187,-0.034158347,FALSE,FALSE
8/1/2016,5/6/2016,10/28/2016,0.595186849,0.967015827,0.943737843,0.976965483,0.641753754,0.973346763,0.943090956,0.979446907,592,248,1156,196,288,1995,1615,2970,1540,1793,2536,1495,3013,1429,1662,48467,38854,92969,35481,41249,HAL,8/1/2016,5/6/2016,10/28/2016,42.28,39.44,46.58,2170.840088,2057.139893,2126.409912,0.069533631,0.096857103,0.053797613,-0.02067916,TRUE,TRUE
8/1/2016,5/2/2016,10/31/2016,0.977991184,0.986767445,0.96351906,0.995330488,0.981071883,0.991002835,0.964156778,0.99633553,658,619,2183,566,691,2559,2403,4043,1752,1994,2718,2156,3433,1715,1788,81044,74182,147660,72614,77740,INTC,8/1/2016,5/2/2016,10/31/2016,34.85,30.61,34.87,2170.840088,2081.429932,2126.149902,0.129726384,0.000573723,0.042059105,-0.020801444,TRUE,TRUE
8/1/2016,5/3/2016,10/31/2016,0.972442989,0.959820729,0.942243869,0.967621457,0.983657735,0.970528132,0.941698046,0.973937151,1109,1197,2601,833,1171,2823,2937,5923,1945,2862,2207,2275,6358,1895,2569,73160,75124,176874,60733,75711,L,8/1/2016,5/3/2016,10/31/2016,40.52,39.86,43.03,2170.840088,2063.370117,2126.149902,0.016422365,0.060101867,0.050773605,-0.020801444,FALSE,TRUE
8/1/2016,5/2/2016,10/28/2016,0.983249847,0.977603345,0.964832024,0.981705627,0.987654052,0.982505258,0.967219877,0.982961542,715,870,2247,863,908,1277,1475,3074,1670,1571,1317,1586,3069,1863,1664,55157,62152,127623,69343,65761,MMC,8/1/2016,5/2/2016,10/28/2016,65.94,63.65,63.45,2170.840088,2081.429932,2126.409912,0.035345913,-0.038493043,0.042059105,-0.02067916,FALSE,FALSE
8/1/2016,5/2/2016,10/31/2016,0.974550977,0.959757214,0.948226732,0.973991207,0.986896395,0.967057317,0.944833856,0.97380388,929,974,2786,880,969,2018,2112,4985,1735,2025,1816,1940,5014,1815,1845,80924,86011,190599,80480,84287,SEE,8/1/2016,5/2/2016,10/31/2016,47.14,48.65,45.63,2170.840088,2081.429932,2126.149902,-0.031529911,-0.032556503,0.042059105,-0.020801444,FALSE,FALSE
8/1/2016,5/2/2016,10/31/2016,0.977450249,0.927637998,0.049862781,0.986848929,0.97781141,0.916366425,0.088330795,0.983055598,688,1782,5,542,656,1735,3542,41,1442,1455,1581,3968,139,1387,1478,83360,163238,3541,69495,75028,VNO,8/1/2016,5/2/2016,10/31/2016,107.69,97.43,92.78,2170.840088,2081.429932,2126.149902,0.100122558,-0.14902563,0.042059105,-0.020801444,TRUE,FALSE
8/1/2016,5/3/2016,10/31/2016,0.954211216,0.976234837,0.927013,0.984046643,0.956167837,0.980837847,0.930788915,0.985764545,894,597,2401,585,584,1931,1310,5529,1308,1267,2705,1555,5681,1673,1493,70606,53131,171544,55469,52900,VRTX,8/1/2016,5/3/2016,10/31/2016,98.2,82.16,75.86,2170.840088,2063.370117,2126.149902,0.17833765,-0.258116679,0.050773605,-0.020801444,TRUE,FALSE
8/2/2016,5/5/2016,11/22/2016,0.941737893,0.946169974,0.946365546,0.942629694,0.952686238,0.957061897,0.951132467,0.949190504,234,1137,257,324,425,979,3199,738,839,1161,1384,3809,1230,1641,1803,38131,110545,36007,43675,45782,ABC,8/2/2016,5/5/2016,11/22/2016,89.43,78,78.41,2157.030029,2050.629883,2202.939941,0.13674737,-0.131504726,0.050585283,0.021060516,TRUE,FALSE
8/2/2016,5/3/2016,11/1/2016,0.984692625,0.97069685,0.942097952,0.980719865,0.992392234,0.976534592,0.942391289,0.980941573,638,685,1722,444,577,1253,1358,3005,986,1267,1472,1519,3926,1317,1449,55535,57834,135307,46849,53714,ADM,8/2/2016,5/3/2016,11/1/2016,43.45,39.1,46.75,2157.030029,2063.370117,2111.719971,0.105488385,0.073203404,0.044391664,-0.021229521,TRUE,TRUE
8/2/2016,4/28/2016,10/27/2016,0.980974653,0.956743303,0.928588332,0.96936104,0.988027946,0.966982645,0.92767445,0.974085928,865,763,2585,753,807,3154,2805,6370,2576,2802,2890,2685,6229,2357,2466,86421,81082,199336,75717,80641,AET,8/2/2016,4/28/2016,10/27/2016,115.71,114.63,110.83,2157.030029,2075.810059,2133.040039,0.009377511,-0.043089565,0.038380822,-0.011184078,FALSE,FALSE
8/2/2016,5/2/2016,11/3/2016,0.970271398,0.970027295,0.963643637,0.983977482,0.965361119,0.975608177,0.959707118,0.984195317,1326,2373,4174,1976,2324,4316,6652,11952,5960,6523,3541,5359,9435,4397,4867,109078,170712,320565,150992,166080,AIG,8/2/2016,5/2/2016,11/3/2016,54.14,56.59,58.15,2157.030029,2081.429932,2088.659912,-0.044259007,0.071452595,0.035677164,-0.032209619,FALSE,TRUE
8/2/2016,5/3/2016,11/1/2016,0.967957908,0.94318106,0.933648455,0.975160462,0.976392391,0.96074228,0.944887377,0.982265814,826,849,2484,1115,1303,2005,2099,5594,2456,2852,1609,1670,5307,2415,2980,73241,74851,193443,84450,93706,AIZ,8/2/2016,5/3/2016,11/1/2016,83.29,86.23,79.36,2157.030029,2063.370117,2111.719971,-0.034689651,-0.048334031,0.044391664,-0.021229521,FALSE,FALSE
8/2/2016,5/9/2016,11/2/2016,0.952967402,0.946733882,0.938886894,0.947505003,0.96514526,0.958704838,0.948893911,0.965672422,316,328,1390,322,345,509,511,1662,831,698,1003,1006,2733,1411,1313,36258,36659,94286,43425,42975,ALK,8/2/2016,5/9/2016,11/2/2016,64.89,68.8,70.96,2157.030029,2058.689941,2097.939941,-0.058510216,0.089422809,0.046662459,-0.027776406,FALSE,TRUE
8/2/2016,5/3/2016,11/1/2016,0.979256228,0.971723294,0.954042465,0.971852681,0.988266989,0.976305218,0.953240816,0.973332629,443,546,1738,422,488,1147,1522,3729,962,1273,1216,1863,3119,1057,1316,40156,49655,119612,37543,43236,AVY,8/2/2016,5/3/2016,11/1/2016,77.85,75.17,69.19,2157.030029,2063.370117,2111.719971,0.035031683,-0.117927555,0.044391664,-0.021229521,FALSE,FALSE
8/2/2016,5/3/2016,11/8/2016,0.945260794,0.935750752,0.892090498,0.96845674,0.966077966,0.964252138,0.928504946,0.984189377,216,204,739,217,223,498,433,1596,560,478,970,895,2782,1239,1205,30465,32538,76116,35347,38776,CBOE,8/2/2016,5/3/2016,11/8/2016,68.52,62.47,63.59,2157.030029,2063.370117,2139.560059,0.092439232,-0.074669448,0.044391664,-0.008132061,TRUE,FALSE
8/2/2016,5/3/2016,11/1/2016,0.961267038,0.952148077,0.941515608,0.976230395,0.9740857,0.963578236,0.938297365,0.984319466,485,587,1659,415,498,835,995,2647,932,1064,1043,1303,2735,1266,1279,39333,45107,121282,41703,45114,CMI,8/2/2016,5/3/2016,11/1/2016,121.04,118.6,122.29,2157.030029,2063.370117,2111.719971,0.020364583,0.010274204,0.044391664,-0.021229521,FALSE,TRUE
8/2/2016,5/3/2016,11/1/2016,0.985592702,0.986712449,0.961661706,0.98495889,0.989505386,0.989741028,0.960569248,0.988964567,758,846,2439,757,743,1530,1769,4161,1552,1336,1847,2005,4794,2181,1688,61547,65608,174164,63336,58778,COP,8/2/2016,5/3/2016,11/1/2016,39.79,45.08,43.54,2157.030029,2063.370117,2111.719971,-0.124823065,0.090064431,0.044391664,-0.021229521,FALSE,TRUE
8/2/2016,5/3/2016,11/8/2016,0.823226891,0.935112683,0.921237879,0.96614974,0.877185193,0.954399763,0.928192603,0.973285124,483,238,1298,214,238,1960,1351,3333,1182,1268,3082,1758,4896,1576,1635,65721,52249,137338,38525,43437,CVS,8/2/2016,5/3/2016,11/8/2016,98.06,103.92,73.53,2157.030029,2063.370117,2139.560059,-0.058041836,-0.28788605,0.044391664,-0.008132061,FALSE,FALSE
8/2/2016,4/28/2016,10/27/2016,0.952370255,0.942220587,0.074860455,0.971161359,0.978994212,0.962170073,0.104246488,0.986918397,701,1839,7,537,605,3161,5455,41,2918,3044,2673,4820,158,2552,2603,105645,193484,2870,95733,99673,DFS,8/2/2016,4/28/2016,10/27/2016,55.53,56.68,56.72,2157.030029,2075.810059,2133.040039,-0.020498,0.021203467,0.038380822,-0.011184078,FALSE,TRUE
8/2/2016,5/5/2016,11/1/2016,0.984540073,0.957178968,0.951275509,0.972196645,0.990266347,0.976131261,0.965008228,0.98206309,645,673,1247,686,858,1386,1502,3258,1488,2090,1814,1869,2997,1860,2403,85621,88780,158702,84907,99142,DISCA,8/2/2016,5/5/2016,11/1/2016,26.42,27.74,25.79,2157.030029,2050.629883,2111.719971,-0.048754116,-0.024134479,0.050585283,-0.021229521,FALSE,FALSE
8/2/2016,5/5/2016,11/1/2016,0.984540073,0.957178968,0.951275509,0.972196645,0.990266347,0.976131261,0.965008228,0.98206309,645,673,1247,686,858,1386,1502,3258,1488,2090,1814,1869,2997,1860,2403,85621,88780,158702,84907,99142,DISCK,8/2/2016,5/5/2016,11/1/2016,25.41,27.22,24.79,2157.030029,2050.629883,2111.719971,-0.0688092,-0.024702451,0.050585283,-0.021229521,FALSE,FALSE
8/2/2016,4/29/2016,11/1/2016,0.988452666,0.984783543,0.817155629,0.927409185,0.99436379,0.993458458,0.869311111,0.964383676,461,454,2204,502,418,919,1208,3801,1279,1027,1371,1449,5932,2136,1210,39726,42614,166138,55073,41651,ETN,8/2/2016,4/29/2016,11/1/2016,64.01,63.27,60.7,2157.030029,2065.300049,2111.719971,0.011628038,-0.053095623,0.043456771,-0.021229521,FALSE,FALSE
8/2/2016,5/4/2016,11/2/2016,0.976979679,0.967415003,0.925876738,0.989427422,0.983140116,0.974827169,0.923316471,0.991185049,245,295,1364,220,237,1114,1374,3841,869,933,1424,1511,4611,1312,1402,37665,42594,132892,38204,40438,FIS,8/2/2016,5/4/2016,11/2/2016,78.47,71.05,75.05,2157.030029,2051.120117,2097.939941,0.099332532,-0.044561828,0.050346246,-0.027776406,TRUE,FALSE
8/2/2016,5/5/2016,11/2/2016,0.989212274,0.681417713,0.47531754,0.989925011,0.992648743,0.749003933,0.589516884,0.988375887,679,434,4392,553,665,1519,987,4581,1103,1533,1866,751,5718,1259,1829,70571,40237,240849,62586,72366,HCN,8/2/2016,5/5/2016,11/2/2016,77.8,73.73,67.21,2157.030029,2050.629883,2097.939941,0.053731659,-0.146319385,0.050585283,-0.027776406,TRUE,FALSE
8/2/2016,4/29/2016,11/1/2016,0.981626184,0.968722166,0.938398804,0.982528041,0.990749376,0.975453773,0.936604608,0.981540459,534,523,1290,453,540,812,830,2296,756,824,1257,1223,3184,1223,1239,51869,52583,126075,47163,50615,IDXX,8/2/2016,4/29/2016,11/1/2016,105.88,84.35,103.98,2157.030029,2065.300049,2111.719971,0.227331568,-0.018107804,0.043456771,-0.021229521,TRUE,TRUE
8/2/2016,5/9/2016,11/8/2016,0.91382084,0.963017316,0.945131264,0.971858509,0.944660607,0.97422815,0.954499894,0.980903888,292,223,794,201,265,866,640,2065,581,776,1593,1058,2489,962,1487,44927,41291,99016,39781,48802,ILMN,8/2/2016,5/9/2016,11/8/2016,166.92,141.76,137.7,2157.030029,2058.689941,2139.560059,0.163379169,-0.19243725,0.046662459,-0.008132061,TRUE,FALSE
8/2/2016,4/29/2016,11/1/2016,0.969452469,0.951124664,0.943198431,0.93622724,0.975847756,0.961430498,0.957346401,0.959442038,477,485,1345,659,772,1171,1202,3984,2125,2278,1566,1547,4963,2846,2766,69304,70282,152127,89827,96265,LKQ,8/2/2016,4/29/2016,11/1/2016,34.5,32.05,31.97,2157.030029,2065.300049,2111.719971,0.073662141,-0.076161361,0.043456771,-0.021229521,TRUE,FALSE
8/2/2016,5/5/2016,11/4/2016,0.956319705,0.908535592,0.835115454,0.938181587,0.976163254,0.932629811,0.865371669,0.942953583,1073,974,4720,719,1022,1961,2059,4343,1636,1873,2861,2931,6917,2326,2495,95618,97621,273706,80494,89388,LNT,8/2/2016,5/5/2016,11/4/2016,40.42,72.5,36.83,2157.030029,2050.629883,2085.179932,-0.58426185,-0.093011982,0.050585283,-0.033877139,FALSE,FALSE
8/2/2016,5/3/2016,11/1/2016,0.972134466,0.969099863,0.950174096,0.983270234,0.983714978,0.976402229,0.953461849,0.984128335,1726,1460,2690,1344,1600,3319,2984,4300,2935,3442,3320,2995,4880,3062,3270,103363,93578,173249,90314,98806,MMM,8/2/2016,5/3/2016,11/1/2016,178.36,167.97,164.25,2157.030029,2063.370117,2111.719971,0.060018588,-0.082414322,0.044391664,-0.021229521,TRUE,FALSE
8/2/2016,5/4/2016,11/1/2016,0.976150444,0.955425902,0.923925243,0.945120634,0.985593902,0.975879065,0.944757238,0.96190431,251,275,1539,382,307,880,1007,2741,1364,1095,1340,1515,3631,2159,1673,44598,48390,132150,52786,47022,MOS,8/2/2016,5/4/2016,11/1/2016,27.26,27.11,24.32,2157.030029,2051.120117,2111.719971,0.005517763,-0.114121369,0.050346246,-0.021229521,FALSE,FALSE
8/2/2016,5/3/2016,11/1/2016,0.969878493,0.965495626,0.942719456,0.962861524,0.978366564,0.971138866,0.944288413,0.958936602,597,617,1759,619,521,1308,1601,2650,1627,1191,2084,2027,3767,3210,1623,65819,65226,138817,73599,56189,NI,8/2/2016,5/3/2016,11/1/2016,25.94,23.11,22.34,2157.030029,2063.370117,2111.719971,0.115520755,-0.149407385,0.044391664,-0.021229521,TRUE,FALSE
8/2/2016,4/29/2016,11/3/2016,0.927643949,0.965002431,0.851298977,0.931195244,0.939815317,0.973764734,0.865234755,0.938515642,908,968,2084,859,1582,2015,1786,2961,1997,2944,3947,3754,5175,3825,6210,95615,85031,168256,91087,128490,PNW,8/2/2016,4/29/2016,11/3/2016,78.78,72.65,74.22,2157.030029,2065.300049,2088.659912,0.081005768,-0.059625502,0.043456771,-0.032209619,TRUE,FALSE
8/2/2016,4/29/2016,10/28/2016,0.482869099,0.940455182,0.689535594,0.914157149,0.604697791,0.964766621,0.740647909,0.934266385,316,459,1963,543,427,939,1264,5770,1554,1111,1055,1336,10091,2472,1301,31672,56242,213624,65135,55349,RCL,8/2/2016,4/29/2016,10/28/2016,67.35,77.4,74.47,2157.030029,2065.300049,2126.409912,-0.139083878,0.100493457,0.043456771,-0.014297219,FALSE,TRUE
